"","site","quadrat","sp.","pesticide","exclosure","growth.form","census","recruits","quad.unique","plot","quad.sp","A.sum","A.con","A.het","lg_A.con","lg_A.het","lg_A.sum"
"37","1",106,"TIAM","I","0","tree","17sp",8,"1_0_106","1_0","1_0_106_TIAM",4942.22835626109,1468.05767634082,3474.17067992027,0.76580069610465,-1.19297411934482,-0.700655676301034
"38","1",106,"TIAM","I","1","tree","16sp",10,"1_1_106","1_1","1_1_106_TIAM",4839.19554655207,1277.09785636267,3562.0976901894,0.705571320524109,-1.09207931762473,-0.831337670339798
"39","1",106,"TIAM","I","1","tree","17sp",1,"1_1_106","1_1","1_1_106_TIAM",4839.19554655207,1277.09785636267,3562.0976901894,0.705571320524109,-1.09207931762473,-0.831337670339798
"40","1",107,"ACBA","F","0","tree","16sp",3,"1_0_107","1_0","1_0_107_ACBA",5168.79059301276,3.7958917210953,5164.99470129166,-1.71028161839471,0.407808451333718,-0.422625760904848
"41","1",107,"ACBA","F","0","tree","17sp",2,"1_0_107","1_0","1_0_107_ACBA",5168.79059301276,3.7958917210953,5164.99470129166,-1.71028161839471,0.407808451333718,-0.422625760904848
"42","1",107,"ACPS","F","0","tree","16sp",3,"1_0_107","1_0","1_0_107_ACPS",5168.79059301276,158.628125871656,5010.1624671411,-0.194217774348955,0.284945752618162,-0.422625760904848
"43","1",107,"ACPS","F","0","tree","17sp",1,"1_0_107","1_0","1_0_107_ACPS",5168.79059301276,158.628125871656,5010.1624671411,-0.194217774348955,0.284945752618162,-0.422625760904848
"44","1",107,"ACPS","F","1","tree","16sp",3,"1_1_107","1_1","1_1_107_ACPS",4885.18552816548,188.709859144299,4696.47566902118,-0.11954150673011,0.0239430938573,-0.772665692136957
"45","1",107,"ACPS","F","1","tree","17sp",1,"1_1_107","1_1","1_1_107_ACPS",4885.18552816548,188.709859144299,4696.47566902118,-0.11954150673011,0.0239430938573,-0.772665692136957
"46","1",107,"ACTE","F","0","tree","16sp",1,"1_0_107","1_0","1_0_107_ACTE",5168.79059301276,60.4729662642273,5108.31762674853,-0.606961567289783,0.363266666785123,-0.422625760904848
"47","1",107,"ACTE","F","0","tree","17sp",1,"1_0_107","1_0","1_0_107_ACTE",5168.79059301276,60.4729662642273,5108.31762674853,-0.606961567289783,0.363266666785123,-0.422625760904848
"48","1",107,"FRMA","F","0","tree","16sp",3,"1_0_107","1_0","1_0_107_FRMA",5168.79059301276,873.000564977864,4295.7900280349,0.541188596364201,-0.336045382968272,-0.422625760904848
"49","1",107,"TIAM","F","0","tree","16sp",5,"1_0_107","1_0","1_0_107_TIAM",5168.79059301276,1624.16133400259,3544.62925901017,0.809480386175974,-1.11192433215372,-0.422625760904848
"50","1",107,"TIAM","F","0","tree","17sp",8,"1_0_107","1_0","1_0_107_TIAM",5168.79059301276,1624.16133400259,3544.62925901017,0.809480386175974,-1.11192433215372,-0.422625760904848
"51","1",107,"TIAM","F","1","tree","16sp",7,"1_1_107","1_1","1_1_107_TIAM",4885.18552816548,1118.61276608072,3766.57276208476,0.648308336061071,-0.866762203928409,-0.772665692136957
"52","1",107,"TIAM","F","1","tree","17sp",4,"1_1_107","1_1","1_1_107_TIAM",4885.18552816548,1118.61276608072,3766.57276208476,0.648308336061071,-0.866762203928409,-0.772665692136957
"53","1",108,"ACBA","W","0","tree","17sp",4,"1_0_108","1_0","1_0_108_ACBA",5298.98698204553,2.79404667262622,5296.1929353729,-1.81163541943705,0.509068012689667,-0.268316114260024
"54","1",108,"ACMA","W","1","tree","17sp",1,"1_1_108","1_1","1_1_108_ACMA",5021.94681689253,38.4895241540251,4983.4572927385,-0.798384012037777,0.263371294129087,-0.601400527884097
"55","1",108,"ACMO","W","1","tree","16sp",1,"1_1_108","1_1","1_1_108_ACMO",5021.94681689253,343.14205944731,4678.80475744521,0.138056930203955,0.00872565820537647,-0.601400527884097
"56","1",108,"ACPS","W","0","tree","17sp",1,"1_0_108","1_0","1_0_108_ACPS",5298.98698204553,162.778566761351,5136.20841528418,-0.1831153523899,0.385247101026918,-0.268316114260024
"57","1",108,"ACPS","W","1","tree","17sp",3,"1_1_108","1_1","1_1_108_ACPS",5021.94681689253,186.20408513695,4835.74273175557,-0.125292657436775,0.141907669146776,-0.601400527884097
"58","1",108,"ACTE","W","0","tree","16sp",1,"1_0_108","1_0","1_0_108_ACTE",5298.98698204553,38.8725583617073,5260.11442368382,-0.794208819257798,0.481474654989662,-0.268316114260024
"59","1",108,"ACTE","W","1","tree","16sp",1,"1_1_108","1_1","1_1_108_ACTE",5021.94681689253,2.72332002203516,5019.22349687049,-1.81977456519144,0.292239817156161,-0.601400527884097
"60","1",108,"FRMA","W","0","tree","16sp",3,"1_0_108","1_0","1_0_108_FRMA",5298.98698204553,953.494890718271,4345.49209132726,0.579295250595543,-0.289608047114082,-0.268316114260024
"61","1",108,"MAAM","W","0","tree","17sp",1,"1_0_108","1_0","1_0_108_MAAM",5298.98698204553,9.11504690080483,5289.87193514472,-1.38749805543629,0.504247229726648,-0.268316114260024
"62","1",108,"TIAM","W","0","tree","16sp",3,"1_0_108","1_0","1_0_108_TIAM",5298.98698204553,1650.53771430937,3648.44926773616,0.816444032032038,-0.995387638394822,-0.268316114260024
"63","1",108,"TIAM","W","0","tree","17sp",3,"1_0_108","1_0","1_0_108_TIAM",5298.98698204553,1650.53771430937,3648.44926773616,0.816444032032038,-0.995387638394822,-0.268316114260024
"64","1",108,"TIAM","W","1","tree","16sp",7,"1_1_108","1_1","1_1_108_TIAM",5021.94681689253,1009.60383322298,4012.34298366955,0.604001932695721,-0.611597244831923,-0.601400527884097
"65","1",201,"ACPS","F","1","tree","16sp",1,"1_1_201","1_1","1_1_201_ACPS",5030.88358797884,235.552471105111,4795.33111687373,-0.0240927620317323,0.108031030296332,-0.590371972740499
"66","1",201,"ACPS","F","1","tree","17sp",5,"1_1_201","1_1","1_1_201_ACPS",5030.88358797884,235.552471105111,4795.33111687373,-0.0240927620317323,0.108031030296332,-0.590371972740499
"67","1",201,"ACTE","F","0","tree","16sp",1,"1_0_201","1_0","1_0_201_ACTE",5241.69351881523,78.0619326917183,5163.63158612352,-0.498121706576235,0.406742944444956,-0.335748252191448
"68","1",201,"FRMA","F","0","tree","16sp",1,"1_0_201","1_0","1_0_201_FRMA",5241.69351881523,105.105671843485,5136.58784697175,-0.370868940978949,0.385545303468872,-0.335748252191448
"69","1",201,"FRMA","F","0","tree","17sp",1,"1_0_201","1_0","1_0_201_FRMA",5241.69351881523,105.105671843485,5136.58784697175,-0.370868940978949,0.385545303468872,-0.335748252191448
"70","1",201,"FRMA","F","1","tree","16sp",1,"1_1_201","1_1","1_1_201_FRMA",5030.88358797884,747.796656581723,4283.08693139711,0.474313219159526,-0.348000277612779,-0.590371972740499
"71","1",201,"TIAM","F","0","tree","16sp",6,"1_0_201","1_0","1_0_201_TIAM",5241.69351881523,2740.40663657648,2501.28688223875,1.03563604303239,-2.51926363606837,-0.335748252191448
"72","1",201,"TIAM","F","0","tree","17sp",4,"1_0_201","1_0","1_0_201_TIAM",5241.69351881523,2740.40663657648,2501.28688223875,1.03563604303239,-2.51926363606837,-0.335748252191448
"73","1",201,"TIAM","F","1","tree","16sp",11,"1_1_201","1_1","1_1_201_TIAM",5030.88358797884,1795.1507591883,3235.73282879054,0.85275041619116,-1.47999143560463,-0.590371972740499
"74","1",201,"TIAM","F","1","tree","17sp",5,"1_1_201","1_1","1_1_201_TIAM",5030.88358797884,1795.1507591883,3235.73282879054,0.85275041619116,-1.47999143560463,-0.590371972740499
"75","1",202,"ACBA","I","0","tree","16sp",1,"1_0_202","1_0","1_0_202_ACBA",5505.17186079844,4.07094349277364,5501.10091730566,-1.68616048224217,0.662304565537432,-0.0315362274412554
"76","1",202,"ACPS","I","1","tree","16sp",1,"1_1_202","1_1","1_1_202_ACPS",4915.94344306523,339.383636200928,4576.5598068643,0.133307199913093,-0.0804676515667649,-0.73373353751945
"77","1",202,"ACPS","I","1","tree","17sp",6,"1_1_202","1_1","1_1_202_ACPS",4915.94344306523,339.383636200928,4576.5598068643,0.133307199913093,-0.0804676515667649,-0.73373353751945
"78","1",202,"ACTE","I","0","tree","16sp",1,"1_0_202","1_0","1_0_202_ACTE",5505.17186079844,104.434947753057,5400.73691304538,-0.373611779519707,0.587975819621174,-0.0315362274412554
"79","1",202,"FRMA","I","0","tree","16sp",3,"1_0_202","1_0","1_0_202_FRMA",5505.17186079844,123.978226989712,5381.19363380873,-0.30006163895148,0.573341664444116,-0.0315362274412554
"80","1",202,"FRMA","I","1","tree","16sp",3,"1_1_202","1_1","1_1_202_FRMA",4915.94344306523,481.22648400787,4434.71695905736,0.2839757850847,-0.207561127673478,-0.73373353751945
"81","1",202,"PIKO","I","0","tree","16sp",1,"1_0_202","1_0","1_0_202_PIKO",5505.17186079844,1635.46638733955,3869.70547345889,0.812478779622719,-0.757716798397996,-0.0315362274412554
"82","1",202,"QUMO","I","1","tree","17sp",2,"1_1_202","1_1","1_1_202_QUMO",4915.94344306523,1275.16878841236,3640.77465465287,0.70491799439013,-1.00388808279805,-0.73373353751945
"83","1",202,"TIAM","I","0","tree","16sp",6,"1_0_202","1_0","1_0_202_TIAM",5505.17186079844,2320.00191959553,3185.16994120291,0.96363141818269,-1.54357004499283,-0.0315362274412554
"84","1",202,"TIAM","I","0","tree","17sp",1,"1_0_202","1_0","1_0_202_TIAM",5505.17186079844,2320.00191959553,3185.16994120291,0.96363141818269,-1.54357004499283,-0.0315362274412554
"85","1",202,"TIAM","I","1","tree","16sp",9,"1_1_202","1_1","1_1_202_TIAM",4915.94344306523,1782.92344879357,3133.01999427166,0.849795880424886,-1.61021040415331,-0.73373353751945
"86","1",202,"TIAM","I","1","tree","17sp",2,"1_1_202","1_1","1_1_202_TIAM",4915.94344306523,1782.92344879357,3133.01999427166,0.849795880424886,-1.61021040415331,-0.73373353751945
"87","1",204,"ACMO","W","1","tree","16sp",1,"1_1_204","1_1","1_1_204_ACMO",5289.02916676844,184.297197101463,5104.73196966697,-0.129721088314833,0.360432146282006,-0.279983560956773
"88","1",204,"ACPS","W","0","tree","16sp",2,"1_0_204","1_0","1_0_204_ACPS",5171.12848139973,110.101228691308,5061.02725270842,-0.350969744789544,0.325721920277773,-0.419820760888311
"89","1",204,"ACPS","W","1","tree","16sp",1,"1_1_204","1_1","1_1_204_ACPS",5289.02916676844,212.328259403354,5076.70090736508,-0.0687897728932939,0.338204267261159,-0.279983560956773
"90","1",204,"ACPS","W","1","tree","17sp",3,"1_1_204","1_1","1_1_204_ACPS",5289.02916676844,212.328259403354,5076.70090736508,-0.0687897728932939,0.338204267261159,-0.279983560956773
"91","1",204,"FRMA","W","0","tree","16sp",2,"1_0_204","1_0","1_0_204_FRMA",5171.12848139973,399.583545084047,4771.54493631568,0.203744681147698,0.0879575936508385,-0.419820760888311
"92","1",204,"FRMA","W","1","tree","16sp",8,"1_1_204","1_1","1_1_204_FRMA",5289.02916676844,288.672498416576,5000.35666835186,0.0635300525812457,0.27703727683485,-0.279983560956773
"93","1",204,"QUMO","W","1","tree","17sp",2,"1_1_204","1_1","1_1_204_QUMO",5289.02916676844,1734.35769469673,3554.67147207171,0.837857307962955,-1.10050395568923,-0.279983560956773
"94","1",204,"TIAM","W","0","tree","16sp",3,"1_0_204","1_0","1_0_204_TIAM",5171.12848139973,2046.92983861237,3124.19864278736,0.909491549477665,-1.62159245069647,-0.419820760888311
"95","1",204,"TIAM","W","0","tree","17sp",4,"1_0_204","1_0","1_0_204_TIAM",5171.12848139973,2046.92983861237,3124.19864278736,0.909491549477665,-1.62159245069647,-0.419820760888311
"96","1",204,"TIAM","W","1","tree","16sp",4,"1_1_204","1_1","1_1_204_TIAM",5289.02916676844,1504.81221950793,3784.2169472605,0.776489123373256,-0.847896357489561,-0.279983560956773
"97","1",204,"TIAM","W","1","tree","17sp",5,"1_1_204","1_1","1_1_204_TIAM",5289.02916676844,1504.81221950793,3784.2169472605,0.776489123373256,-0.847896357489561,-0.279983560956773
"98","1",207,"ACBA","W","0","tree","16sp",13,"1_0_207","1_0","1_0_207_ACBA",5294.53426934364,5.57157515189441,5288.96269419174,-1.57403654947386,0.503553312875253,-0.27353058920089
"99","1",207,"ACBA","W","0","tree","17sp",9,"1_0_207","1_0","1_0_207_ACBA",5294.53426934364,5.57157515189441,5288.96269419174,-1.57403654947386,0.503553312875253,-0.27353058920089
"100","1",207,"ACBA","W","1","tree","16sp",1,"1_1_207","1_1","1_1_207_ACBA",4850.67782090224,1.35253841387653,4849.32528248836,-2.01835920527675,0.153230244470402,-0.816637030149444
"101","1",207,"ACBA","W","1","tree","17sp",2,"1_1_207","1_1","1_1_207_ACBA",4850.67782090224,1.35253841387653,4849.32528248836,-2.01835920527675,0.153230244470402,-0.816637030149444
"102","1",207,"ACMO","W","0","tree","17sp",1,"1_0_207","1_0","1_0_207_ACMO",5294.53426934364,352.107053516062,4942.42721582758,0.149180255166382,0.229997786079562,-0.27353058920089
"103","1",207,"ACPS","W","0","tree","16sp",1,"1_0_207","1_0","1_0_207_ACPS",5294.53426934364,159.096244154125,5135.43802518951,-0.192951205426153,0.384641569301794,-0.27353058920089
"104","1",207,"ACPS","W","1","tree","17sp",1,"1_1_207","1_1","1_1_207_ACPS",4850.67782090224,189.670313699801,4661.00750720244,-0.117357225634414,-0.00665877706110704,-0.816637030149444
"105","1",207,"ACTE","W","0","tree","16sp",3,"1_0_207","1_0","1_0_207_ACTE",5294.53426934364,71.0627308120077,5223.47153853163,-0.538215083508976,0.453255250657878,-0.27353058920089
"106","1",207,"ACTE","W","0","tree","17sp",1,"1_0_207","1_0","1_0_207_ACTE",5294.53426934364,71.0627308120077,5223.47153853163,-0.538215083508976,0.453255250657878,-0.27353058920089
"107","1",207,"MABA","W","1","tree","17sp",1,"1_1_207","1_1","1_1_207_MABA",4850.67782090224,1.36883422507007,4849.30898667717,-2.01537342335141,0.153216679099443,-0.816637030149444
"108","1",207,"PIKO","W","1","tree","17sp",1,"1_1_207","1_1","1_1_207_PIKO",4850.67782090224,942.680446046773,3907.99737485547,0.574366676947885,-0.71796787528979,-0.816637030149444
"109","1",207,"QUMO","W","1","tree","17sp",1,"1_1_207","1_1","1_1_207_QUMO",4850.67782090224,1916.99557022526,2933.68225067698,0.88113957689635,-1.87558509167795,-0.816637030149444
"110","1",207,"TIAM","W","0","tree","16sp",8,"1_0_207","1_0","1_0_207_TIAM",5294.53426934364,2193.07587514634,3101.4583941973,0.939306655923692,-1.6510826847891,-0.27353058920089
"111","1",207,"TIAM","W","0","tree","17sp",2,"1_0_207","1_0","1_0_207_TIAM",5294.53426934364,2193.07587514634,3101.4583941973,0.939306655923692,-1.6510826847891,-0.27353058920089
"112","1",207,"TIAM","W","1","tree","16sp",3,"1_1_207","1_1","1_1_207_TIAM",4850.67782090224,965.440930838534,3885.23689006371,0.584675041139299,-0.741547195728854,-0.816637030149444
"113","1",207,"TIAM","W","1","tree","17sp",1,"1_1_207","1_1","1_1_207_TIAM",4850.67782090224,965.440930838534,3885.23689006371,0.584675041139299,-0.741547195728854,-0.816637030149444
"114","1",208,"ACBA","I","0","tree","16sp",7,"1_0_208","1_0","1_0_208_ACBA",5354.87570169623,4.12673927041382,5350.74896242582,-1.68142730436526,0.55043824178917,-0.203236154419977
"115","1",208,"ACBA","I","0","tree","17sp",5,"1_0_208","1_0","1_0_208_ACBA",5354.87570169623,4.12673927041382,5350.74896242582,-1.68142730436526,0.55043824178917,-0.203236154419977
"116","1",208,"ACBA","I","1","tree","16sp",1,"1_1_208","1_1","1_1_208_ACBA",4912.00307319841,1.47151092586969,4910.53156227254,-1.99702032537923,0.203862176764446,-0.738707476520954
"117","1",208,"ACMO","I","0","tree","16sp",2,"1_0_208","1_0","1_0_208_ACMO",5354.87570169623,265.954492771425,5088.92120892481,0.0282039347169245,0.347909689703115,-0.203236154419977
"118","1",208,"ACMO","I","1","tree","17sp",4,"1_1_208","1_1","1_1_208_ACMO",4912.00307319841,339.588207434417,4572.41486576399,0.133567074658163,-0.0841253865908949,-0.738707476520954
"119","1",208,"ACPS","I","1","tree","17sp",1,"1_1_208","1_1","1_1_208_ACPS",4912.00307319841,185.98375422254,4726.01931897587,-0.125802028737998,0.0492573942823647,-0.738707476520954
"120","1",208,"ACTE","I","0","tree","16sp",1,"1_0_208","1_0","1_0_208_ACTE",5354.87570169623,53.8869729256106,5300.98872877062,-0.655976777228075,0.51272174216393,-0.203236154419977
"121","1",208,"FRMA","I","0","tree","16sp",3,"1_0_208","1_0","1_0_208_FRMA",5354.87570169623,976.389150052592,4378.48655164364,0.589547390639205,-0.259073268263429,-0.203236154419977
"122","1",208,"FRMA","I","0","tree","17sp",1,"1_0_208","1_0","1_0_208_FRMA",5354.87570169623,976.389150052592,4378.48655164364,0.589547390639205,-0.259073268263429,-0.203236154419977
"123","1",208,"TIAM","I","0","tree","16sp",6,"1_0_208","1_0","1_0_208_TIAM",5354.87570169623,2130.73810563345,3224.13759606278,0.926839650761705,-1.49448323795793,-0.203236154419977
"124","1",208,"TIAM","I","0","tree","17sp",1,"1_0_208","1_0","1_0_208_TIAM",5354.87570169623,2130.73810563345,3224.13759606278,0.926839650761705,-1.49448323795793,-0.203236154419977
"125","1",208,"TIAM","I","1","tree","16sp",4,"1_1_208","1_1","1_1_208_TIAM",4912.00307319841,841.382031789115,4070.6210414093,0.525250905263472,-0.553385821015394,-0.738707476520954
"126","1",208,"TIAM","I","1","tree","17sp",1,"1_1_208","1_1","1_1_208_TIAM",4912.00307319841,841.382031789115,4070.6210414093,0.525250905263472,-0.553385821015394,-0.738707476520954
"127","1",209,"ACBA","F","0","tree","16sp",1,"1_0_209","1_0","1_0_209_ACBA",6443.4524465012,3.46848896566375,6439.98395753553,-1.74086570317279,1.29841326897206,0.944657738767226
"128","1",209,"ACMA","F","1","tree","17sp",1,"1_1_209","1_1","1_1_209_ACMA",5065.25403396935,45.267591148743,5019.9864428206,-0.72986814604927,0.292853382059466,-0.548138401144232
"129","1",209,"ACMO","F","0","tree","16sp",2,"1_0_209","1_0","1_0_209_ACMO",6443.4524465012,279.730895626442,6163.72155087475,0.0499682472928474,1.12141892708346,0.944657738767226
"130","1",209,"ACMO","F","1","tree","17sp",1,"1_1_209","1_1","1_1_209_ACMO",5065.25403396935,401.888396936397,4663.36563703295,0.206226226098287,-0.00461697165463561,-0.548138401144232
"131","1",209,"ACPS","F","1","tree","16sp",1,"1_1_209","1_1","1_1_209_ACPS",5065.25403396935,203.701308302527,4861.55272566682,-0.0866448058404843,0.163396093535091,-0.548138401144232
"132","1",209,"ACPS","F","1","tree","17sp",4,"1_1_209","1_1","1_1_209_ACPS",5065.25403396935,203.701308302527,4861.55272566682,-0.0866448058404843,0.163396093535091,-0.548138401144232
"133","1",209,"FRMA","F","0","tree","16sp",3,"1_0_209","1_0","1_0_209_FRMA",6443.4524465012,966.509655715778,5476.94279078542,0.585153086650286,0.644537926874882,0.944657738767226
"134","1",209,"PIKO","F","0","tree","16sp",1,"1_0_209","1_0","1_0_209_PIKO",6443.4524465012,1191.94983795093,5251.50260855027,0.675750880294757,0.474860238486544,0.944657738767226
"135","1",209,"QUMO","F","1","tree","17sp",2,"1_1_209","1_1","1_1_209_QUMO",5065.25403396935,2102.241556135,2963.01247783435,0.921018670090328,-1.83542666996235,-0.548138401144232
"136","1",209,"TIAM","F","0","tree","16sp",9,"1_0_209","1_0","1_0_209_TIAM",6443.4524465012,2800.82067681488,3642.63176968632,1.04506450912113,-1.00182948955451,0.944657738767226
"137","1",209,"TIAM","F","0","tree","17sp",4,"1_0_209","1_0","1_0_209_TIAM",6443.4524465012,2800.82067681488,3642.63176968632,1.04506450912113,-1.00182948955451,0.944657738767226
"138","1",209,"TIAM","F","1","tree","16sp",8,"1_1_209","1_1","1_1_209_TIAM",5065.25403396935,907.384313592411,4157.86972037694,0.557878516935582,-0.467776466303584,-0.548138401144232
"139","1",209,"TIAM","F","1","tree","17sp",4,"1_1_209","1_1","1_1_209_TIAM",5065.25403396935,907.384313592411,4157.86972037694,0.557878516935582,-0.467776466303584,-0.548138401144232
"140","1",301,"ACBA","I","1","tree","16sp",2,"1_1_301","1_1","1_1_301_ACBA",4991.15999981696,1.25588900781496,4989.90411080915,-2.03650428068417,0.268590088570448,-0.6395442910784
"141","1",301,"ACPS","I","1","tree","17sp",5,"1_1_301","1_1","1_1_301_ACPS",4991.15999981696,260.369901051287,4730.79009876568,0.0190595267095792,0.053330362711026,-0.6395442910784
